Question ID,Sentence Order,Question,Answer Candidate Sentence
1731,95,Is apixaban effective for treatment of acute venous thromboembolism?,New oral anticoagulant NOAC regimens dabigatran 150_mg D150 and 220 mg D220 rivaroxaban 10_mg R20 and apixaban 2.5 mg bid A5 were effective and safe compared to enoxaparin for the prevention of venous_thromboembolism VTE following elective total_knee TKR or hip_replacement THR surgery
1731,96,Is apixaban effective for treatment of acute venous thromboembolism?,Indirect comparisons of the relative efficacies of apixaban dabigatran and rivaroxaban have shown rivaroxaban to be more efficacious than dabigatran and apixaban in reducing symptomatic and total venous_thromboembolism following total_hip or knee_replacement_surgery
1731,97,Is apixaban effective for treatment of acute venous thromboembolism?,The stronger correlation_between apixaban plasma concentration and anti-Xa activity r2 0.88-0 .89 compared with PT/INR r2 0.36 in patients_undergoing VTE treatment suggested that anti-Xa activity was the better indicator of apixaban plasma_concentrations
1731,98,Is apixaban effective for treatment of acute venous thromboembolism?,The NOACs are of two classes the direct thrombin inhibitor namely dabigatran_etexilate and the oral factor Xa inhibitors rivaroxaban apixaban and edoxaban which have been proven to be as effective and safe and sometimes superior compared to warfarin in the treatment of both atrial_fibrillation AF and venous_thromboembolism VTE
1731,99,Is apixaban effective for treatment of acute venous thromboembolism?,The non-vitamin K antagonist oral_anticoagulants NOACs including the factor Xa inhibitors apixaban edoxaban and rivaroxaban as well as the direct-thrombin inhibitor dabigatran are increasing the convenience of and options available for VTE treatment
1731,100,Is apixaban effective for treatment of acute venous thromboembolism?,In large phase_III_trials oral apixaban was noninferior to subcutaneous enoxaparin sodium overlapped with and followed by oral warfarin enoxaparin/warfarin in the treatment of adults with acute VTE over 6_months with regard to the incidence of recurrent VTE or VTE-related death AMPLIFY and was significantly_more_effective than placebo in the prevention of recurrent VTE or all-cause_mortality over 12_months in patients who had completed 6-12 months anticoagulation treatment for VTE AMPLIFY-EXT
1732,1,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,One of the experimental platforms to study programs increasing genetic_diversity in cells under stressful or nondividing conditions is adaptive mutagenesis also called stationary_phase mutagenesis or stress-induced mutagenesis
1732,2,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Stress-induced mutagenesis describes the accumulation of mutations that occur in nongrowing cells in contrast to mutagenesis that occurs in actively dividing populations and has been referred to as stationary-phase or adaptive mutagenesis
1732,3,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The major source of transcription-associated damage in yeast is Topoisomerase I Top1 an enzyme that removes torsional stress that accumulates when DNA strands are separated
1732,4,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Here we show that cold heat hypoxic and oxidative stresses induce mutagenesis of a long CAG_repeat tract in human cells
1732,5,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,To assess alternative sigma factor sigma L contributions to such stress resistance of L._monocytogenes quantitative_RT-PCR assays and sigL gene deletion mutagenesis were applied in L._monocytogenes EGDe
1732,6,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We propose that this transcription-based stress_response involving RPA ATR and p53 has evolved as a DNA damage-sensing mechanism to safeguard cells against DNA damage-induced mutagenesis
1732,7,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,One of the major mechanisms of protection_against carcinogenesis mutagenesis and other forms of toxicity mediated by carcinogens is the induction of enzymes involved in their metabolism particularly phase 2 enzymes such as glutathione_S-transferases UDP-glucuronosyl transferases and quinone reductases
1732,8,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,One of the major mechanisms of protection_against carcinogenesis mutagenesis and other forms of toxicity mediated by carcinogens is the induction of enzymes involved in their metabolism particularly phase 2 enzymes such as glutathione_S-transferases GSTs UDP-glucuronosyl transferases and quinone reductases
1732,9,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Our results are the first to implicate NusA as a crucial participant in the phenomenon of stress-induced mutagenesis
1732,10,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Although mutagenesis induced by stresses other than direct damage to DNA was previously controversial evidence for the existence of various stress-induced mutagenesis programs is now overwhelming and widespread
1732,11,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,DNA_damage and DNA_repair may mediate several cellular_processes like replication and transcription mutagenesis and apoptosis and thus may be important factors in the development and pathology of an organism including cancer
1732,12,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In this review we summarize these two molecular_mechanisms of stress-induced mutagenesis and transcription-associated DNA mutagenesis to help better_understand the mechanisms of adaptive mutagenesis
1732,13,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We show using competition and mutagenesis experiments that the synthetic glucocorticoid dexamethasone Dex induces G6PC2 promoter activity through a mechanism involving displacement of the islet-enriched transcription_factor MafA by the glucocorticoid receptor
1732,14,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,For example transcription of DNA that is damaged by the most prevalent exogenous genotoxin UV light induces nucleotide_substitutions and chromosomal_instability collectively called UV-induced transcription-associated mutations UV-TAM
1732,15,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Mechanisms of transcription-associated mutagenesis in microorganisms are discussed as is the role of transcription in somatic instability of the vertebrate immune_system
1732,16,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Here we showed that zebrafish idh1 zidh1 knockdown by morpholino and targeted mutagenesis by transcription activator-like_effector_nuclease might induce blockade in myeloid differentiation as evident by an increase in pu .1 and decrease in mpo l-plastin and mpeg1 expression and significantly reduce definitive hematopoiesis
1732,17,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The first is the regulation of mutagenesis in time by cellular stress_responses which promote random mutations specifically when cells are poorly adapted to their environments i.e. when they are stressed
1732,18,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Adaptive stationary_phase mutagenesis is a phenomenon by which nondividing cells acquire beneficial mutations as a response to stress
1732,19,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Transcriptional mutagenesis induced by 8-oxoguanine in mammalian cells
1732,21,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In the absence of stress hsp70 is mainly expressed in the G1and S phases of the cell_cycle but the elements contributing to cell cycle-dependent expression from the hsp70 promoter remain_elusive
1732,22,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,UV_radiation induces photolesions that distort the DNA double_helix and if not repaired can cause severe biological consequences including mutagenesis or cell_death
1732,23,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Tea reduces DNA_damage and mutagenesis due to oxidative_stress or the presence of pro-mutagens through antioxidant function blocking activation pathways of mutagens suppressing transcription of enzymes involved etc.
1732,24,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Environmental stress induces trinucleotide_repeat mutagenesis in human cells
1732,25,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,It was supposed that the adaptive mutagenesis i.e. an enhancement of early genes transcription activity in response to stress the accumulation of toxic metabolites AIR or CAIR as a result of the block of 6-7 stages of purine biosynthesis underlies the Roman 's effect
1732,26,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Target gene products have stress-protective functions redirect metabolism affect cell envelope and cell shape are involved in biofilm_formation or pathogenesis or can increased stationary_phase and stress-induced mutagenesis
1732,27,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,5-Azacytidine 5-aza-C is a ribonucleoside analog that induces the lethal mutagenesis of human_immunodeficiency_virus_type 1 HIV-1 by causing predominantly G-to-C transversions during reverse_transcription
1732,28,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Oxidative DNA_damage and DNA_repair may mediate several cellular_processes like replication and transcription mutagenesis and apoptosis and thus may be important for the organism development as well as its pathogenesis including cancer
1732,29,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Through the use of inducible mutagenesis we show that stress-mediated induction of ΔFosB which occurs predominantly in resilient mice is dependent on SRF expression in this brain region
1732,30,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Studies on DNA_repair in Escherichia_coli spearheaded formulation of principal strategies to counteract DNA_damage and mutagenesis such as direct lesion reversal DNA excision_repair mismatch and recombinational repair and genotoxic stress signalling_pathways
1732,31,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The hypothetic pathway of stress-induced mutagenesis involves several intracellular physiological responses including DNA damages caused by accumulation of intracellular toxic chemicals limitation of DNA MMR mismatch_repair activity upregulation of general stress_response and activation of SOS response
1732,32,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The most widely studied system for stress-induced mutagenesis involves monitoring the appearance of Lac revertants of the strain FC40 under starvation conditions in Escherichia_coli
1732,33,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We show further that SIM of CAG_repeats does not involve mismatch_repair nucleotide_excision_repair or transcription processes that are known to promote TNR mutagenesis in other pathways of instability
1732,34,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Escherichia_coli NusA an essential_component of the RNA_polymerase elongation complex is involved in transcriptional elongation termination anti-termination cold shock and stress-induced mutagenesis
1732,35,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,To better_understand this interplay we investigated cytotoxicty mutagenesis cell_cycle profile and global gene_expression in the human TK6 lymphoblastoid cell_line exposed to six genotoxicants
1732,36,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Transcription-coupled repair and apoptosis provide specific protection_against transcription-associated mutagenesis by ultraviolet light
1732,37,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition to its central_role in cellular stress signaling the tumor_suppressor_p53 modulates mitochondrial_respiration through its nuclear transcription_factor_activity and localizes to mitochondria where it enhances apoptosis and suppresses mitochondrial_DNA mtDNA mutagenesis
1732,38,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Stationary phase mutagenesis in B._subtilis a paradigm to study genetic_diversity programs in cells under stress
1732,39,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition gene transcription under stress condition increases the instability of genome in response to DNA_damage resulting in transcription-associated DNA mutagenesis
1732,40,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Since transcription is a ubiquitous biological process transcription-associated mutagenesis may influence evolutionary processes in all organisms
1732,41,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Many putative MARE-dependent target_genes_such as those induced by antioxidants and oxidative_stress are under concerted regulation by the CNC family_member Nrf2 as clearly proven by mouse germline mutagenesis
1732,42,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,For example all six TALENs tested induced DNA mutations at genomic target sites while only a subset of CoDA_ZFNs exhibited detectable rates of mutagenesis
1732,43,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,It is hypothesized that RecA 's ability to induce SOS expression in log-phase cells is repressed because of the potentially detrimental effects of SOS mutagenesis
1732,44,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The transcription elongation factor NusA is required for stress-induced mutagenesis in Escherichia_coli
1732,45,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition direct induction of rereplication in the absence of stress also increases the proportion of cells with 4C DNA content and promotes repeat mutagenesis
1732,46,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Based on the mutational analysis models under the nonlethal selection conditions stress-induced cellular adaptive mutagenesis is proposed as a new evolutionary viewpoint
1732,47,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,These observations are compatible with a model that reconciles previously proposed mechanisms of indel-associated mutagenesis implicating repeat sequences as a common driver of indel errors which then recruit error-prone polymerases during DNA_repair resulting in a locally elevated single_nucleotide_mutation rate
1732,48,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,These DNA lesions are either cytotoxic because they block DNA_replication and transcription or mutagenic due to the miscoding nature of the DNA modifications or both and are believed to contribute to cell lethality and mutagenesis
1732,49,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Thus at UV doses too low to induce SOS functions such as Umu 2 'D most incorrect bases opposite occasional photoproducts may be removed by mismatch_repair whereas in heavily irradiated SOS-induced cells mismatch_repair may only correct some photoproduct/base mismatches so UV mutagenesis remains substantial
1732,50,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Thus environmental stress triggers a unique pathway for TNR mutagenesis that likely is mediated by DNA rereplication
1732,51,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In Bacillus_subtilis transcription-associated mutagenesis has been shown to be independent of recombination-dependent repair and in some cases of the Y DNA polymerases
1732,52,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The IkappaBalpha super-repressor blocked the effect of p21 on all but one of the promoters and the response to p21 was abrogated by the mutagenesis of an NFkappaB element
1732,53,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,These findings provided the evidence suggesting that accumulation of genetic alterations in fetal hepatic progenitor cells progressed to liver cancers and the selection of mutagenesis depends on active transcription in the liver-lineage cells
1732,54,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We have analyzed the contribution of these motifs to function by alanine scanning mutagenesis of the human interleukin-1 receptor type I. Mutant receptors were tested for expression ligand_binding activation of receptor-associated kinase s NFkappaB stress kinases and transcription
1732,55,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Promoter deletion and mutagenesis experiments indicate that although the region from -99 to -54 nt is sufficient for TNF-induced IL-8 transcription this region alone is not sufficient for RSV-induced IL-8 transcription
1732,56,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Many sources of genetic_diversity including random or stress-related mutagenesis affect normal species evolution
1732,57,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Our data also suggest specific mechanisms of antibiotic-induced mutagenesis including downregulation of mismatch_repair via oxidative_stress transcription replication conflicts and in the case of fluoroquinolones direct damage to DNA
1732,58,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Knockdown of the replication origin-licensing factor CDT1 eliminates both stress-induced rereplication and CAG_repeat mutagenesis
1732,59,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition this stress-induced genetic instability may represent a conceptual parallel to the pathway of stationary-phase mutagenesis seen in bacteria
1732,60,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,ROS produced by sublethal levels of antibiotic induces antibiotic_resistance through activating drug efflux_pumps via MarR Multiple antibiotic_resistance repressor MarA Multiple antibiotic_resistance activator triggers the protective function against stress via SoxR Superoxide response transcriptional_regulator SoxS Superoxide response transcription_factor and promotes mutagenesis by induction of SOS system
1732,61,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In an attempt to delineate how these mutations are generated we began an investigation into whether or not transcription and transcription-associated proteins influence adaptive mutagenesis
1732,62,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition to fully functional cells the consequences of processing genomic aberrations may include mutagenesis genomic rearrangements and lethality
1732,63,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,"For this study we screened 1,152 signature-tagged mutagenesis mutants of Brucella_melitensis_16M in a mouse_model of infection and found 36 of them to be attenuated in vivo"
1732,64,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Prior mutagenesis studies of the IL-2R have indicated that the Shc and STAT5 pathways are redundant in the ability to induce lymphocyte proliferation
1732,65,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We could associate endogenous production of ROS with likely error-prone repair mechanisms of DNA_damage and the ensuing stress-induced mutagenesis in cells exposed to DNT
1732,67,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We propose that activation of Ty1 retrotransposition by this cascade could play a role in adaptive mutagenesis in response to stress
1732,68,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In situ mutagenesis experiments indicate that HSE1 is absolutely required for both basal and induced expression and that basal transcription can be preferentially abolished by point_mutations_within this sequence
1732,69,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The emerging molecular_mechanisms of stress-induced mutagenesis vary but share telling common components that underscore two common themes
1732,70,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Promoter mutagenesis analysis demonstrated that two putative NFkappaB binding_sites of EGFR promoter were very necessary for the transcriptional activity of EGFR induced by LMP1 the proximal NFkappaB binding_site was more important than the distal NFkappaB binding_site
1732,71,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Promoter mutagenesis analysis demonstrated that two putative NFkappaB binding_sites of EGFR promoter were very necessary for the transcriptional activity of EGFR induced by LMP1 the proximal NFkappaB binding_site was more important than the distal NFkappaB binding_site and both NFkappaB binding_sites played a cooperative role
1732,72,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Furthermore we extended our analysis to the formation of stress-induced mutants in response to antibiotic treatment observing the same striking abolition of mutagenesis under entirely different conditions
1732,73,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Although efficiency of targeted mutagenesis was very_low in an early experiment using ZFNs recent_studies have shown that TALENs can induce highly_efficient mutagenesis of desired target_genes in Bombyx
1732,74,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,A CArG-like box at -3791 bp was responsible for actin-dependent CTGF induction as shown by mutagenesis
1732,75,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,We show that stress-response factors mediate the stress-induced mutagenesis SIM of CAG_repeats
1732,76,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Here we report our unexpected observation that wild-type NusA function is required for stress-induced mutagenesis
1732,77,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Furthermore mutagenesis of Plk3 showed that the N-terminal_domain amino_acids 1-26 is essential for the induction of delay onset of apoptosis
1732,78,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Biochemical assays on ssDNA or partially dsDNA and with a reconstituted HIV replication system demonstrate that both mutants of Apo3G have altered DNA scanning properties in either jumping F126A/W127A or sliding H186R which results in decreased abilities to induce mutagenesis during reverse_transcription
1732,79,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Detailed mutagenesis studies of the Chop promoter showed differential regulation of Chop transcription by CPA cytokines and palmitate
1732,80,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Mitochondrial mutagenesis associated with MMS exposure was increased up to 30-fold in mip1 mutants containing disease-associated alterations that affect polymerase activity
1732,81,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Insertional mutagenesis of c-myb by Moloney murine_leukemia_virus occurs in 100 of promonocytic leukemias MMLS induced by the virus
1732,82,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The risk hurdles are associated with viral transduction vectors induced mutagenesis tumor formation from undifferentiated stem_cells and transcription factors-induced genomic_instability
1732,83,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Because mutagenesis of gtaR suppressed the effect of the gtaI mutation we suggest that the GtaR protein is a negative transcriptional_regulator of RcGTA gene_expression
1732,84,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Consequently ceftazidime decreases ciprofloxacin toxicity iii error-prone DNA-polymerase DinB is induced by PBP3 inhibition but not by DNA-gyrase inhibition iv PBP3 inhibition causes induced mutagenesis v ceftazidime upregulates several antibiotic-resistance and adaptation genes and vi ceftazidime concentrations thought previously to be lethal are not as most cells treated with ceftazidime remain alive and recover their capacity to form colonies
1732,85,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Ochratoxin A-induced mutagenesis in mammalian cells is consistent with the production of oxidative_stress
1732,86,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Most of these alterations if unrepaired may contribute to mutagenesis oncogenesis and developmental abnormalities as well as cellular lethality
1732,87,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Conditional mutagenesis of Gr in the nervous_system provides genetic evidence for the importance of Gr signalling in emotional behaviour because mutant animals show an impaired behavioural response to stress and display reduced anxiety
1732,88,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Stress-induced cellular adaptive mutagenesis
1732,89,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Functional MMR deficiency under hypoxia was detected as induced instability of a CA 29 dinucleotide repeat and by increased mutagenesis in a chromosomal reporter gene
1732,90,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Using a combination of a transient expression assay and in vitro mutagenesis we showed previously that the human glucocorticoid receptor hGR is composed of a series of discrete functional domains
1732,91,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Moreover it was shown that CREBH directly regulated human APOA5 gene_expression by binding to a unique CREBHRE located in the proximal human APOA5 promoter_region using 5 deletion and mutagenesis of human APOA5 promoter analysis and chromatin_immunoprecipitation_assay
1732,92,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Site-directed deletion mutagenesis of tcaR indicated that TcaR was a negative_regulator of ica transcription but deletion of tcaR alone did not induce any changes in PNAG production or in adherence to polystyrene
1732,93,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,For one target gene sequence we observed substantially reduced mutagenesis efficiency for a variant site bearing two mismatched nucleotides raising the possibility that TALENs might be used to perform allele-specific gene disruption
1732,94,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,The SOS response of Listeria_monocytogenes is involved in stress resistance and mutagenesis
1732,95,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Additional site directed mutagenesis demonstrated that ARE4 plays a direct role in mediating induction of Gclc by homocysteine
1732,96,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Using a case study of mutagenesis of the nuclear FKBP25 peptidylprolyl_isomerase enzyme we demonstrate that certain mutations generate a loss-of-function phenotype because they induce a complete loss of the FKBP domain fold whereas other mutations are surgical in that they ablate catalytic isomerase activity while maintaining domain structure
1732,97,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Moreover deletion mutagenesis revealed that the CRE motif is a bifunctional genetic regulatory element in that it mediates basal as well as cAMP-stimulated transcription
1732,98,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,In addition to nucleic_acid repair the SOS response is involved in pathogenicity stress-induced mutagenesis and the emergence and dissemination of antibiotic_resistance
1732,99,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Deletion and point mutagenesis demonstrated that the FoxD3 eh1/GEH motif is required for both repression of transcription and induction of mesoderm as well as the direct physical interaction of FoxD3 and Grg4 Groucho-related gene-4
1732,100,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,Because previous directed mutagenesis of nucleotide motifs within the large composite EpRE were shown to affect transcription_factor_binding and associated induced expression of dependent genes we hypothesized that naturally-occurring variation or polymorphism in the EpRE sequence if found could affect the induced expression of important protective genes like glutathione_S-transferases and that this could be an important determinant of cancer_risk in humans and other mammals
1733,1,Which event results in the acetylation of S6K1?,Here we show that the acetylation of the C-terminal region CTR of S6K1 blocks mTORC1-dependent Thr-389 phosphorylation an essential phosphorylation site for S6K1 activity
1733,2,Which event results in the acetylation of S6K1?,Here using tandem_mass_spectrometry we have mapped acetylation of S6K1 to lysine 516 a site close to the C-terminus of the kinase that is highly_conserved amongst vertebrate S6K1 orthologues
1733,3,Which event results in the acetylation of S6K1?,Although it is well_known that the activity of S6K1 is tightly_coupled to its phosphorylation status the regulation of S6K1 activity by other post-translational_modifications_such as acetylation has not been well_understood
1733,4,Which event results in the acetylation of S6K1?,These observations indicate that sirtuin-mediated regulation of S6K1 acetylation is an additional important regulatory modification that impinges on the mechanisms_underlying mTORC1-dependent S6K1 activation
1733,5,Which event results in the acetylation of S6K1?,Our recent observation that rapamycin continues to inhibit S6K1 in the absence of either phosphorylation together with the evidence that phosphorylation at activation loop may occur prior to that of hydrophobic motif raises serious questions about the proposed mechanism of rapamycin inhibition
1733,6,Which event results in the acetylation of S6K1?,These data are consistent with a previous model in which constitutive phosphorylation of the turn motif provides the key priming step in the phosphorylation of S6K1
1733,7,Which event results in the acetylation of S6K1?,Acetylation of S6K1 and 2 is increased upon the inhibition of class I/II histone_deacetylases HDACs by trichostatin-A while the enhancement of S6K1 acetylation by nicotinamide suggests the additional involvement of sirtuin deacetylases in S6K deacetylation
1733,8,Which event results in the acetylation of S6K1?,Carbachol also stimulated the phosphorylation of eukaryotic initiation factor 4E-binding protein-1 4E-BP1 a second mTOR-dependent event with similar potency to its effect on S6K1
1733,9,Which event results in the acetylation of S6K1?,How S6K1 regulates cell size remains_unclear
1733,10,Which event results in the acetylation of S6K1?,Growth factors and insulin promote Akt/PKB-dependent phosphorylation of tuberin which in turn releases S6K1 from negative regulation by tuberin and results in the activation of S6K1
1733,11,Which event results in the acetylation of S6K1?,Phosphorylation results in S6K1 dissociation activation and subsequent phosphorylation of its translational targets including eIF4B which is then recruited into the complex in a phosphorylation-dependent manner
1733,12,Which event results in the acetylation of S6K1?,S6K1 has emerged as a critical signaling component in the development of insulin_resistance_through phosphorylation and inhibition of IRS-1 function
1733,13,Which event results in the acetylation of S6K1?,These results_suggest that Flcn-FnipL/Fnip2 and Flcn-Fnip1 complexes positively regulate S6K1 phosphorylation and that FnipL/Fnip2 provides an important clue to elucidating the function of Flcn and the pathogenesis of BHD.
1733,14,Which event results in the acetylation of S6K1?,Ribosomal S6 kinase S6K1 through phosphorylation of the 40 S ribosomal protein S6 and regulation of 5 terminal oligopyrimidine tract mRNAs is an important regulator of cellular translational capacity
1733,15,Which event results in the acetylation of S6K1?,These findings_suggest that in skeletal_muscle leucine functions as a nutritional signaling molecule that independently regulates the phosphorylation states of 4E-BP1 and S6K1
1733,16,Which event results in the acetylation of S6K1?,The common dogma has been that phosphorylation of the hydrophobic motif primes S6K1 for the phosphorylation at the activation loop by phosphoinositide-dependent protein_kinase_1 PDK1
1733,17,Which event results in the acetylation of S6K1?,Phosphorylation at Thr-389 is also a crucial event in S6K1 activation
1733,18,Which event results in the acetylation of S6K1?,In this role they modulate the phosphorylation state of proteins that represent important control points in translation_initiation including the translational repressor 4E-BP1 and the ribosomal protein S6 kinase S6K1
1733,19,Which event results in the acetylation of S6K1?,Leucine mediated signaling results in a stimulation of initiation of mRNA translation and involves increases in the phosphorylation status of the translational_repression 4E-BP1 and the ribosomal protein S6 kinase S6K1
1733,20,Which event results in the acetylation of S6K1?,These findings describe a novel role of S6K1 as a transcriptional_regulator controlling an epigenetic network initiated by phosphorylation of H2B and trimethylation of H3 thus shutting off Wnt gene_expression in early adipogenesis
1733,21,Which event results in the acetylation of S6K1?,Indeed experiments using inhibitors of S6K1 activation and exposure of cells to various stresses indicate that S6K1 acetylation can occur in the absence of phosphorylation and vice_versa
1733,22,Which event results in the acetylation of S6K1?,This results in phosphorylation of the ribosomal protein S6 kinase 1 S6K1 and eukaryotic initiation factor 4E-binding protein-1 4E-BP1 two proteins_involved in the initiation phase of protein_synthesis
